Cód. Artículo;Descripción;Desc. Adicional;Sinónimo;Código de Barras;Precio;Lista de precios;Fecha de última modificación;Art. carpeta nivel 1
31330;NBX INTERRUP TERMO 2X25A 6kA;;NXB-63 2P C25 6;;4.941,0000;LISTA 1;31/1/2024;CHINT
31331;NBX INTERRUP TERMO 2X32A 6kA;;NXB-63 2P C32 6;;4.941,0000;LISTA 1;31/1/2024;CHINT
31332;NBX INTERRUP TERMO 2X40A 6kA;;NXB-63 2P C40 6;;5.533,0000;LISTA 1;31/1/2024;CHINT
31333;NBX INTERRUP TERMO 3X6A 6kA;;NXB-63 3P C6 6k;;8.433,0000;LISTA 1;31/1/2024;CHINT
31334;NBX INTERRUP TERMO 3X10A 6kA;;NXB-63 3P C10 6;;7.675,0000;LISTA 1;31/1/2024;CHINT
31335;NBX INTERRUP TERMO 3X16A 6kA;;NXB-63 3P C16 6;;7.675,0000;LISTA 1;31/1/2024;CHINT
31336;NBX INTERRUP TERMO 3X20A 6kA;;NXB-63 3P C20 6;;7.675,0000;LISTA 1;31/1/2024;CHINT
31337;NBX INTERRUP TERMO 3X25A 6kA;;NXB-63 3P C25 6;;7.675,0000;LISTA 1;31/1/2024;CHINT
31338;NBX INTERRUP TERMO 3X32A 6kA;;NXB-63 3P C32 6;;7.675,0000;LISTA 1;31/1/2024;CHINT
31339;NBX INTERRUP TERMO 3X40A 6kA;;NXB-63 3P C40 6;;8.433,0000;LISTA 1;31/1/2024;CHINT
31340;NBX INTERRUP TERMO 4X10A 6kA;;NXB-63 4P C10 6;;9.705,0000;LISTA 1;31/1/2024;CHINT
31341;NBX INTERRUP TERMO 4X16A 6kA;;NXB-63 4P C16 6;;9.705,0000;LISTA 1;31/1/2024;CHINT
31342;NBX INTERRUP TERMO 4X20A 6kA;;NXB-63 4P C20 6;;9.705,0000;LISTA 1;31/1/2024;CHINT
31343;NBX INTERRUP TERMO 4X25A 6kA;;NXB-63 4P C25 6;;9.705,0000;LISTA 1;31/1/2024;CHINT
31344;NBX INTERRUP TERMO 4X32A 6kA;;NXB-63 4P C32 6;;9.705,0000;LISTA 1;31/1/2024;CHINT
31345;NBX INTERRUP TERMO 4X40A 6kA;;NXB-63 4P C40 6;;11.222,0000;LISTA 1;31/1/2024;CHINT
31346;NBX INTERRUP TERMO 4X50A 6kA;;NXB-63 4P C50 6;;11.970,0000;LISTA 1;31/1/2024;CHINT
31347;NBX INTERRUP TERMO 4X63A 6kA;;NXB-63 4P C63 6;;11.970,0000;LISTA 1;31/1/2024;CHINT
31348;NXL DISYUNTOR 2X25A 30mA 6kA;;NXL-63 1P+N 25A;;19.578,0000;LISTA 1;31/1/2024;CHINT
31349;NXL DISYUNTOR 2X40A 30mA 6kA;;NXL-63 1P+N 40A;;21.140,0000;LISTA 1;31/1/2024;CHINT
31350;NXL DISYUNTOR 4X25A 30mA 6kA;;NXL-63 3P+N 25A;;31.370,0000;LISTA 1;31/1/2024;CHINT
31351;NXL DISYUNTOR 4X40A 30mA 6kA;;NXL-63 3P+N 40A;;33.869,0000;LISTA 1;31/1/2024;CHINT
31352;NXL DISYUNTOR 4X63A 30mA 6kA;;NXL-63 3P+N 63A;;36.079,0000;LISTA 1;31/1/2024;CHINT
31354;NLDIF S.I. 2X25A 30mA 6kA ;;NL1-63G2P25A30M;;107.891,0000;LISTA 1;31/1/2024;CHINT
31360;NBX INTERRUP TERMO 2X4A 6kA ;;NXB-63 2P C4 6K;;6.101,0000;LISTA 1;31/1/2024;CHINT
31361;NBX INTERRUP TERMO 2X2A 6kA ;;NXB-63 2P C2 6K;;6.101,0000;LISTA 1;31/1/2024;CHINT
31362;NXL DISYUNTOR 4X100A 100mA ;;NXL-63 3P+N 10;;33.869,0000;LISTA 1;31/1/2024;CHINT
31363;NBX INTERRUP TERMO 3X50A 6kA;NXB-63 3P C50 6KA;NXB-63 3P C50 6;;9.471,0000;LISTA 1;31/1/2024;CHINT
31367;CONTACTOR MODULAR 25A 2NA;;NCH8-25/20 AC22;;40.095,0000;LISTA 1;31/1/2024;CHINT
31385;VARIADOR VEL. 30A 15KW/20HP;;NVF2G-15/TS4;;1.882.259,0000;LISTA 1;31/1/2024;CHINT
31462;NL1-DISYUNTOR 4X80A 100mA 10kA;;NL1-100 4P 80A;;97.382,0000;LISTA 1;31/1/2024;CHINT
31463;NBX INTERRUP TERMO 2X63A 6kA;;NXB-63 2P C63 6;;6.101,0000;LISTA 1;31/1/2024;CHINT
31482;CONTACTOR P/DIN 25A 2NA BOB220;;NCH8-25M/20 AC;;40.095,0000;LISTA 1;31/1/2024;CHINT
31485;CONTACTOR CHINT 9A 220V;;NXC-09 220V 50H;;14.714,0000;LISTA 1;31/1/2024;CHINT
31486;CONTACTOR CHINT 12A 220V;;NXC-12 220V 50H;;15.083,0000;LISTA 1;31/1/2024;CHINT
31487;CONTACTOR CHINT 18A 220V;;NXC-18 220V 50H;;16.555,0000;LISTA 1;31/1/2024;CHINT
31488;CONTACTOR CHINT 25A 220V;;NXC-25 220V 50H;;22.278,0000;LISTA 1;31/1/2024;CHINT
31489;CONTACTOR CHINT 32A 220V;;NXC-32 220V 50H;;36.257,0000;LISTA 1;31/1/2024;CHINT
31490;RELE TERMICO CHINT 1-1.6A;;NXR-25 1-1.6A;;17.949,0000;LISTA 1;31/1/2024;CHINT
31491;RELE TERMICO CHINT 1.6-2.5A;;NXR-25 1.6-2.5A;;17.949,0000;LISTA 1;31/1/2024;CHINT
31492;RELE TERMICO CHINT 2.5-4A;;NXR-25 2.5-4A;;17.949,0000;LISTA 1;31/1/2024;CHINT
31493;RELE TERMICO CHINT 4-6A;;NXR-25 4-6A;;17.949,0000;LISTA 1;31/1/2024;CHINT
31494;RELE TERMICO CHINT 5.5-8A;;NXR-25 5.5-8A;;17.949,0000;LISTA 1;31/1/2024;CHINT
31495;RELE TERMICO CHINT 7-10A;;NXR-25 7-10A;;17.949,0000;LISTA 1;31/1/2024;CHINT
31504;GUARDAMOTOR TM 0.37KW-400V;REG. 1-1.6A;NS2-25X1-1.6A;;41.322,0000;LISTA 1;31/1/2024;CHINT
31507;GUARDAMOTOR TM 1.5KW-400V;REG. 2.5-4A;NS2-25X2.5-4A;;41.322,0000;LISTA 1;31/1/2024;CHINT
31508;GUARDAMOTOR TM 4KW-400V;REG. 6-10A;NS2-25X6-10A;;41.322,0000;LISTA 1;31/1/2024;CHINT
31526;NL1-DISYUNTOR 4X100A 100mA ;;NL1-100 4P 100A;;106.229,0000;LISTA 1;31/1/2024;CHINT
31563;RELE TERMICO CHINT 9-13A;;NXR-25 9-13A;;17.949,0000;LISTA 1;31/1/2024;CHINT
31564;GUARDAMOTOR TM 2.2KW-400V;REG. 4-6.3A;NS2-25X 4-6.3A;;41.322,0000;LISTA 1;31/1/2024;CHINT
31565;GUARDAMOTOR TM 5.5KW-400V;REG. 9-14A;NS2-25X 9-14A;;46.632,0000;LISTA 1;31/1/2024;CHINT
31645;RELE SOBRE/BAJA TENS REG. 380V;;NJYB3-8 AC380V;;83.058,0000;LISTA 1;31/1/2024;CHINT
31646;RELE SOBRE/BAJA TENS REG. 220V;;NJYB3-12 AC220V;;79.476,0000;LISTA 1;31/1/2024;CHINT
31647;RELE TIMER 0.2s-120h 220V;;NJB1-S AC220V;;59.629,0000;LISTA 1;31/1/2024;CHINT
31648;RELE TIMER 0.2s-120h 24V;;NJB1-S AC24V;;59.629,0000;LISTA 1;31/1/2024;CHINT
31665;NBX INTERRUP TERMO 4X100A 10kA;;NXB-125 4P C100;;52.233,0000;LISTA 1;31/1/2024;CHINT
31676;INT CAJA MOLDEADA 3P 250A;;NXMS-250F/3300 ;;280.245,0000;LISTA 1;31/1/2024;CHINT
31677;INT CAJA MOLDEADA 3P 400A;;NXMS-400F/3300 ;;552.122,0000;LISTA 1;31/1/2024;CHINT
31701;NBX INTERRUP TERMO 4X80AA 10kA;;NXB-125 4P C80 ;;52.233,0000;LISTA 1;31/1/2024;CHINT
31702;NBX INTERRUP TERMO 4X100A 10kA;;NXB-125 4PC100 ;;52.233,0000;LISTA 1;31/1/2024;CHINT
31717;INT CAJA MOLD 4P100A REG FIJA;;NXM-125S/4300B;;111.741,0000;LISTA 1;31/1/2024;CHINT
31731;CAPACITOR TRIF 20KVAR 400VCA;;NWC6-0.4-20-3;;166.116,0000;LISTA 1;31/1/2024;CHINT
31732;CAPACITOR TRIF 30KVAR 400VCA;;NWC6-0.4-30-3;;265.306,0000;LISTA 1;31/1/2024;CHINT
31736;CAPACITOR TRIF 10KVAR 400VCA;;NWC6-0.4-10-3;;93.812,0000;LISTA 1;31/1/2024;CHINT
31737;CAPACITOR TRIF 15KVAR 400VCA;;NWC6-0.4-15-3;;131.453,0000;LISTA 1;31/1/2024;CHINT
31738;CAPACITOR TRIF 25KVAR 400VCA;;NWC6-0.4-25-3;;199.585,0000;LISTA 1;31/1/2024;CHINT
31773;NLDIF S.I. 2X40A 30mA 6kA ;;NL1-63G2P40A30M;;133.250,0000;LISTA 1;31/1/2024;CHINT
31774;CONTACTOR CHINT 25A 24V;;NXC-25 24V 50H;;22.278,0000;LISTA 1;31/1/2024;CHINT
31775;BOBINA-P/NXC-25-220V 50HZ;;NXC-25-38 COIL ;;7.764,0000;LISTA 1;31/1/2024;CHINT
31776;CONTACTOR NXC-25A 3P  1NA+1NC;BOB.380;NXC-25-380V 50/;;22.278,0000;LISTA 1;31/1/2024;CHINT
31784;CAPACITOR TRIF 5KVAR 400VCA;;NWC6-0.4-5-3;;71.711,0000;LISTA 1;31/1/2024;CHINT
13813;VOLTIMETRO EC96 H.MOV. ;0/500V CL.1,5(96X96);M10438;;54.921,0000;LISTA 1;31/1/2024;CIRCUTOR
13814;AMPERIMETRO EC96/5A ;H.MOV. 2P CL.1,5;M10230;;39.391,0000;LISTA 1;31/1/2024;CIRCUTOR
13816;TRANSF DE CORRIENTE TC 5 100/5;;M70315;;28.604,0000;LISTA 1;31/1/2024;CIRCUTOR
13817;TRANSF DE CORRIENTE TC 5 150/5;;M70323;;28.604,0000;LISTA 1;31/1/2024;CIRCUTOR
13818;TRANSF DE CTE TC 5.2 300/5;;M70326/5;;31.951,0000;LISTA 1;31/1/2024;CIRCUTOR
14093;TRANSF DE CORRIENTE TC 5 50/5;;M70312;;28.604,0000;LISTA 1;31/1/2024;CIRCUTOR
14355;TRANSF NUCLEO  TP-58 400/5;;M70123;;160.582,0000;LISTA 1;31/1/2024;CIRCUTOR
14501;TRANSF DE CORRIENTE TC 75/5;;M70314;;28.604,0000;LISTA 1;31/1/2024;CIRCUTOR
14643;AMPERIMETRO DC96B DIG(96X96);;M20221;;137.288,0000;LISTA 1;31/1/2024;CIRCUTOR
14803;VOLTIMETRO EC72 H.MOV. 0/500V ;CL. 1,5(72X72);M10420;;44.657,0000;LISTA 1;31/1/2024;CIRCUTOR
15097;FRECUENCIMETRO AGUJA HC96 ;400V 45-55 CL.0,5;M127310053000;;141.204,0000;LISTA 1;31/1/2024;CIRCUTOR
15101;TRANSF DE CORR TC 5 40 45608P;;M70311;;28.604,0000;LISTA 1;31/1/2024;CIRCUTOR
15912;VOLTIMETRO EC72;;M10428;;54.921,0000;LISTA 1;31/1/2024;CIRCUTOR
15913;AMPERIMETRO EC72 500V M10229;;M10229;;53.237,0000;LISTA 1;31/1/2024;CIRCUTOR
16161;ANALIZADOR CVM NRG 96-ITF;;M51800;;425.119,0000;LISTA 1;31/1/2024;CIRCUTOR
16204;AMPERIMETRO EC72..../5A H.;;M10220;;43.140,0000;LISTA 1;31/1/2024;CIRCUTOR
16307;TRANSF. DE CORRIENTE TC 5.2 ;;M70328;;42.225,0000;LISTA 1;31/1/2024;CIRCUTOR
16454;CONVERTIDOR DE CORRIENTE ;;M25111;;226.939,0000;LISTA 1;31/1/2024;CIRCUTOR
17281;TRANSFORMADOR CTE. TC 5.2 ;;M70327;;32.497,0000;LISTA 1;31/1/2024;CIRCUTOR
17282;TRANSFORMADOR CTE. TC 5.2 ;;M70324;;28.604,0000;LISTA 1;31/1/2024;CIRCUTOR
17465;VOLTIMETRO EC-48 300V CL-1.5;;M10416;;54.910,0000;LISTA 1;31/1/2024;CIRCUTOR
21326;VOLTIMETRO DIG. DC72B V;(150.300.600V);M20220;;131.844,0000;LISTA 1;31/1/2024;CIRCUTOR
21948;AMPERIMETRO DIGITAL DC48B...5A;;M20211;;142.889,0000;LISTA 1;31/1/2024;CIRCUTOR
22435;AMPERIMETRO M11439;;M11439;;96.936,0000;LISTA 1;31/1/2024;CIRCUTOR
22436;REGULADOR ( COMPUTER R10831 );;R10831;;283.133,0000;LISTA 1;31/1/2024;CIRCUTOR
237571;TI 1000/5;;M70373.;23751;57.152,0000;LISTA 1;31/1/2024;CIRCUTOR
25116;TRANSF 600/5;;TC8-600/5;;55.468,0000;LISTA 1;31/1/2024;CIRCUTOR
25117;AMPERIMETRO ANALOGICO 600/5;;AMP 600/5;;85.367,0000;LISTA 1;31/1/2024;CIRCUTOR
25201;TRANSF TI C/BARRA 20/5;;M70544;;68.454,0000;LISTA 1;31/1/2024;CIRCUTOR
25202;TRANSF TI C/BARRA 25/5;;M70545;;68.454,0000;LISTA 1;31/1/2024;CIRCUTOR
26153;ANALIZADOR DE ENERGIA CVM;CIRCUTOR - NRG96;M51911;;420.891,0000;LISTA 1;31/1/2024;CIRCUTOR
26154;TRANSF TC8 800/5;;M70365;;52.868,0000;LISTA 1;31/1/2024;CIRCUTOR
26446;TRANSFORMADOR TC5.2 60/1;;M70326/1;;38.031,0000;LISTA 1;31/1/2024;CIRCUTOR
26447;TRANSFORMADOR TC5.2 75/1;;M70327/1;;38.879,0000;LISTA 1;31/1/2024;CIRCUTOR
26594;AMPIMETRO EC 144 40/5A AMP H.M;;M102400000J;;106.731,0000;LISTA 1;31/1/2024;CIRCUTOR
27150;CAPACITOR CLZ -FP44/12.5 HD;;R2H54D;;10.073,0000;LISTA 1;25/4/2023;CIRCUTOR
27151;CAPACITOR TRIF. CILINDRICO ;;R2054F;;93.177,0000;LISTA 1;31/1/2024;CIRCUTOR
27152;CAPACITOR CLZ -FP40/30 HD;;R2H54R;;144.696,0000;LISTA 1;31/1/2024;CIRCUTOR
27153;CONTACTOR CMC 40B 30KVAR;;R281A1;;82.399,0000;LISTA 1;31/1/2024;CIRCUTOR
27154;CONTACTOR CMC 20B 20KVAR;;R281A4;;50.091,0000;LISTA 1;31/1/2024;CIRCUTOR
27670;INDICADOR DIGITAL DHB302;;M22025;;183.397,0000;LISTA 1;31/1/2024;CIRCUTOR
27671;TRANSFORMADOR TC 4 100/5;;M703D8;;28.604,0000;LISTA 1;31/1/2024;CIRCUTOR
27877;CAP CLZ-FP 40/20 KVAR;CAP CLZ-FP 40/20 KVA;R2H54L;;17.580,0000;LISTA 1;25/4/2023;CIRCUTOR
30824;REGULADOR COMPUTER 6M 144X144;;R10871;;3.412,0000;LISTA 1;25/4/2023;CIRCUTOR
30874;CAPACITOR CS40/40 40KVAR 400V;CAPACITOR CS40/40 40;KITT;;122.091,0000;LISTA 1;25/4/2023;CIRCUTOR
30875;CAPACITOR CS40/10 10KVAR 400V;CAPACITOR CS40/10 ;;;52.899,0000;LISTA 1;25/4/2023;CIRCUTOR
30876;CAPACITOR CS40/20 20KVAR 400V;CAPACITOR CS40/20 ;;;66.777,0000;LISTA 1;25/4/2023;CIRCUTOR
31163;CAPACITOR CS40/10 20KVAR 400V;CAPACITOR CS40/10 ;;;402.460,0000;LISTA 1;31/1/2024;CIRCUTOR
31269;CAPACITOR TRIF. 400V 12.5KVAR;CILINDRICO ;CLZ-FP 44/12.5;;75.650,0000;LISTA 1;31/1/2024;CIRCUTOR
31270;CAPACITOR TRIF. 400V 15KVAR;CILINDRICO ;CLZ-FP 40/15;;83.336,0000;LISTA 1;31/1/2024;CIRCUTOR
31271;CAPACITOR TRIF. 400V 20KVAR;CILINDRICO ;CLZ-FP 40/20;;107.433,0000;LISTA 1;31/1/2024;CIRCUTOR
31272;CAPACITOR TRIF. 400V 10KVAR;CILINDRICO ;CLZ-FP 44/10;;62.485,0000;LISTA 1;31/1/2024;CIRCUTOR
16942;APLIQUE 3 LUCES COD. 1753;;;;4.740,0000;LISTA 1;25/4/2023;CIVAL ILUMINACION
17678;APLIQUE 2 LUCES C/PANTALLA;;1208/2;;3.134,0000;LISTA 1;25/4/2023;CIVAL ILUMINACION
21757;VELADOR ALTO C/GLOBO 8X15CM;;1472 OR;;2.305,0000;LISTA 1;25/4/2023;CIVAL ILUMINACION
23449;COLGANTE 30CM. INST. CROMO ;;726/C;;3.514,0000;LISTA 1;25/4/2023;CIVAL ILUMINACION
24840;BANADOR INOX. 24V/24W BCO ;;WWZM-B24W;;164.297,0000;LISTA 1;31/1/2024;CLEOS
24841;BANADOR INOX. 24V/24W ;COL.VARIOS S/TRAFO;WWZM-B24W COLOR;;179.135,0000;LISTA 1;31/1/2024;CLEOS
25214;FUENTE 2;;;24F60;19.399,0000;LISTA 1;31/1/2024;CLEOS
26307;LUMINARIA ALUMBRADO PUBLICO ;;;CLS-ISSL-M;673.179,0000;LISTA 1;31/1/2024;CLEOS
5268;CAJA ESTANCA P/BAST. ;SERIE 2000 IP53;;;423,0000;LISTA 1;25/4/2023;CLIPSAL-TECNOVA
5297;LLAVE DE 4 PUNTOS C/RECEPTOR;;;5034NIR;123,0000;LISTA 1;12/10/2022;CLIPSAL-TECNOVA
17203;CABLE CC 1X0.50MM X 200MTS;;1-001;;148,0000;LISTA 1;26/10/2023;COBRHIL
17204;CABLE CC 1X1MM X100MTS.;;1-003;;201,0000;LISTA 1;26/10/2023;COBRHIL
18681;CABLE CC UNIPOLAR 1X075MMX200M;;1-004;;179,0000;LISTA 1;26/10/2023;COBRHIL
30006;COLGANTE CONICA 30X40 CRUDO;;CONICA CRUDO;;48.037,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30007;COLGANTE CONICA 50X60X25 YUTE;CONICA YUTE 50X60;CONICA YUTE 50X;;78.225,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30008;COLGANTE CILINDRICA 50X50X22 ;;CILINDRICA AZUL;;57.750,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30009;COLGANTE RENATA KRATF 80X40;;RENATA;;102.375,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30010;COLGANTE OLIVIA DE HILO ;;OLIVIA;;92.610,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30011;COLGANTE MONIQUE 30X40X30X40 ;;MONIQUE CRUDO;;56.936,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30012;COLGANTE MONIQUE 30X40X30X40;;MONIQUE YUTE;;21.302,0000;LISTA 1;4/12/2023;COLGANTES RUSTICOS
30013;COLGANTE OLIVIA YUTE;;OLIVIA YUTE;;92.610,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30383;COLGANTE RENATA KRATF 50X30;;RENATA 50X30;;76.912,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30384;COLGANTE CONICA YUTE 30X40;CONICA YUTE 30X40;CONICA YUTE 30X;;48.037,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
30385;CILINDRICA YUTE 40X40;;CILINDRICA YUTE;;45.675,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
31643;COLGANTE CONICA 40X50 YUTE;CONICA YUTE 40X50;CONICA YUTE 40X;;69.300,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
31644;COLGANTE ANA KRAFT;;ANA 40X25;;66.412,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
31809;COLGANTE ANA KRAFT 50x30;ANA 50X30;ANA 50X30;;76.912,0000;LISTA 1;15/1/2024;COLGANTES RUSTICOS
15779;CERRADURA ELECTRICA ;;DT-2;;6.369,0000;LISTA 1;31/1/2024;COMMAX
18733;FRENTE MASTER 6 PULSAD.;23,5CM DC12V 1A;DR-6AM;;182.962,0000;LISTA 1;31/1/2024;COMMAX
19271;FRENTE MASTER 12 PULSAD.;32CM DC12V 1A;DR-12AM;;223.125,0000;LISTA 1;31/1/2024;COMMAX
19905;TEL. SOLO SERIE DP-LA101;;DP-LA101 M/S;;73.631,0000;LISTA 1;31/1/2024;COMMAX
20234;"KIT PORT VISOR 7"" LINEA ECO";;CDV-70N;;404.971,0000;LISTA 1;31/1/2024;COMMAX
20353;FRENTE EXPANDER 16 PULSAD.;32CM DC12V 1A;DR-16AS;;239.858,0000;LISTA 1;31/1/2024;COMMAX
20367;FRENTE MASTER 10 PULSAD.;32CM DC12V 1A;DR-10AM;;214.200,0000;LISTA 1;31/1/2024;COMMAX
23844;"PORTERO VISOR 4.3"" LINEA ECO";;CDV-43K;;311.258,0000;LISTA 1;31/1/2024;COMMAX
25279;FRENTE C/CAM 16N° CORTO;CAM PIN HOLE DC12V;CMP-4BCS;;851.221,0000;LISTA 1;31/1/2024;COMMAX
25485;"KIT PORT VISOR 4.3"" LINEA ECO";C/RANURA P/TARJ MEMO;CDV-43KM;;350.306,0000;LISTA 1;31/1/2024;COMMAX
25834;FRENTE MASTER 14 PULSAD.;32CM DC12V 1A;DR-14AM;;236.512,0000;LISTA 1;31/1/2024;COMMAX
26167;"MONITOR COLOR 7"" LINEA ECO";;MON-70N;;319.068,0000;LISTA 1;31/1/2024;COMMAX
26335;1 DR-6UM. 6 DP-SS. 1 RF-1A;;KIT 6UM;;426.168,0000;LISTA 1;31/1/2024;COMMAX
26406;REPETIDOR DE LLAMADA P/DP-SS;;REP-SS;;22.312,0000;LISTA 1;31/1/2024;COMMAX
26761;1 DR-4UM. 4 DP-SS. 1 RF-1A;;KIT 4UM;;345.843,0000;LISTA 1;31/1/2024;COMMAX
26774;REPETIDOR P/LINEA DP-201LA;DP-LA101;REP-201 / 101;;36.815,0000;LISTA 1;31/1/2024;COMMAX
27442;DIVISOR 1 CADA 4 MON DC24V 1A;;CMD-404CFU;;166.227,0000;LISTA 1;31/1/2024;COMMAX
27443;REGULADOR DE VOLTAJE 24V;;RF-2A;;78.093,0000;LISTA 1;31/1/2024;COMMAX
27849;FRENTE 10 PULSAD;;DRC-10ML;;611.362,0000;LISTA 1;31/1/2024;COMMAX
28014;CENTRAL BASE. DC12V 1A;;CDS-4GS;;262.171,0000;LISTA 1;31/1/2024;COMMAX
28676;1 DR-8UM. 8 DP-SS. 1 RF-1A;;KIT 8UM;;506.493,0000;LISTA 1;31/1/2024;COMMAX
29476;FRENTE MASTER 16 PULSAD.;32CM DC12V 1A;DR-16AM;;246.552,0000;LISTA 1;31/1/2024;COMMAX
29655;"KIT PORT VISOR 7"" ESPEJADO";GRIS O BLANCO;CDV-70MH;;563.390,0000;LISTA 1;31/1/2024;COMMAX
29656;DRC-4PNK PIN HOLE ING C/CLAVE;;DRC-4PNK;;208.621,0000;LISTA 1;31/1/2024;COMMAX
29683;DRC-4CPN2;;DRC-4CPN2;;174.037,0000;LISTA 1;31/1/2024;COMMAX
29713;TEL. SOLO AUDIO P/CMP-4BCT;;CMA-3L ;;95.943,0000;LISTA 1;31/1/2024;COMMAX
30021;FRENTE EXPANDER 4 PULSAD.;31,5CM DC12V 1A;DR-4US;;117.140,0000;LISTA 1;31/1/2024;COMMAX
30322;FRENTE C/CAM 16N° Y TECLAD DIG;CAM PIN HOLE DC12V;CMP-4BCT;;985.096,0000;LISTA 1;31/1/2024;COMMAX
30323;"MONITOR COLOR 7"" FULL LCD";MANOS LIBRES-TOUCH;CMV-70S;;461.868,0000;LISTA 1;31/1/2024;COMMAX
30324;DIVISOR PPAL (1xFRENTE) DC24V;;CMD-101BU;;185.193,0000;LISTA 1;31/1/2024;COMMAX
30325;DIVISOR 1 CADA 4 INT DC24V 1A;;CMD-404FU;;140.568,0000;LISTA 1;31/1/2024;COMMAX
30326;DIVISOR P/CAM FULL (P/4CAM);;CMD-104VU;;204.158,0000;LISTA 1;31/1/2024;COMMAX
30574;FRENTE EXPANDER 24 PULSAD.;32CM DC12V 1A;DR-24AS;;296.756,0000;LISTA 1;31/1/2024;COMMAX
31245;"MONITOR COLOR 4.3"" LINEA ECO";;MON-43k;;208.621,0000;LISTA 1;31/1/2024;COMMAX
8394;KIT PORT C/2 TEL INTERCOM;EMB O EXT.;DP-LA101;;157.302,0000;LISTA 1;31/1/2024;COMMAX
8395;TEL. SOLO SERIE DP-201LA;AC 220V;TEL-RST;;79.208,0000;LISTA 1;31/1/2024;COMMAX
8396;FRENTE DE CALLE EMB/EXT PVC;;DR-201 H /D;;33.468,0000;LISTA 1;31/1/2024;COMMAX
8397;REGULADOR DE VOLTAJE 12V;;RF-1A;;78.093,0000;LISTA 1;31/1/2024;COMMAX
8400;FRENTE MASTER 2 PULSAD.;25CM DC12V 1A;DR-2UM;;120.487,0000;LISTA 1;31/1/2024;COMMAX
8402;FRENTE MASTER 4 PULSAD.;25CM DC12V 1A;DR-4UM;;138.337,0000;LISTA 1;31/1/2024;COMMAX
8404;FRENTE MASTER 6 PULSAD.;25CM DC12V 1A;DR-6UM;;153.956,0000;LISTA 1;31/1/2024;COMMAX
8405;FRENTE MASTER 8 PULSAD.;31,5CM DC12V 1A;DR-8UM;;169.575,0000;LISTA 1;31/1/2024;COMMAX
8409;TEL. P/LINEA DR-N°UM/DR-N°AM;;DP-SS;;32.352,0000;LISTA 1;31/1/2024;COMMAX
8412;KIT PORT ELECT C/SAL. CERRADUR;EMB O EXT.;DP-201LA;;101.521,0000;LISTA 1;31/1/2024;COMMAX
8418;TEL. INTERCOM MAX 6 INTERNOS;DC 12V 1A;TP-6RC;;79.208,0000;LISTA 1;31/1/2024;COMMAX
8419;TEL. INTERCOM MAX 12 INTERNOS;DC 12V 1A;TP-12RC;;90.365,0000;LISTA 1;31/1/2024;COMMAX
8420;TELEFONO AUDIO SOLO  ADICIONAL;;DP-4VHP;;60.243,0000;LISTA 1;31/1/2024;COMMAX
31763;ARTEF. DELUXE SMD BLANCA;CON PLAQUETA LED;101-LED;;105.983,0000;LISTA 1;31/1/2024;COM-PLAQ
31764;ARTEF. COMPACT SMD BLANCA;CON PLAQUETA LED;107-LED;;80.325,0000;LISTA 1;31/1/2024;COM-PLAQ
31765;ARTEF. NEO SMD BLANCA PVC;CON PLAQUETA LED;113-LED;;36.815,0000;LISTA 1;31/1/2024;COM-PLAQ
31766;CONTROLADOR C/CONTROL REMOTO;5AMP.;604-LED;;262.171,0000;LISTA 1;31/1/2024;COM-PLAQ
31767;CONTROLADOR C/CONTROL REMOTO;2AMP.;603-LED;;176.268,0000;LISTA 1;31/1/2024;COM-PLAQ
31768;FUENTE PARA LED 3 AMP.;RECTIFICADO;700-LED;;39.046,0000;LISTA 1;31/1/2024;COM-PLAQ
31769;ESFERA E27/220V CON BASE 45CM;DE APOYO;932;;41.895,0000;LISTA 1;20/12/2023;COM-PLAQ
31770;ESFERA E27/220V CON BASE 35CM;DE APOYO;931;;38.587,0000;LISTA 1;20/12/2023;COM-PLAQ
31771;ESFERA E27/220V CON BASE 25CM;DE APOYO;930;;33.075,0000;LISTA 1;20/12/2023;COM-PLAQ
31831;CONTROLADOR C/CONTROL REMOTO;2AMP. rgb;600-LED;;178.500,0000;LISTA 1;31/1/2024;COM-PLAQ
31833;ARTEF. COMPACT SMD RGB;CON PLAQUETA LED;106-LED;;80.325,0000;LISTA 1;31/1/2024;COM-PLAQ
31834;CONTROLADOR RGB BLUETOOTH ;3 AMP.;500-LED ;;158.418,0000;LISTA 1;31/1/2024;COM-PLAQ
13392;MULTIMETRO DIGITAL UNI-T;;UT33D;;21.107,0000;LISTA 1;31/1/2024;COMSID
16558;CINTA NEGRO SOBRE AMARILLO;;CSM631;;16.198,0000;LISTA 1;31/1/2024;COMSID
